County,State,Number_Counties,Population_Size,Population_Density,Poverty,White,Black,Native_American,Asian,Hispanic
Autauga,AL,37,48612,82,10.4,80.7,17.3,0.5,0.6,1.7
Baldwin,AL,27,162586,102,10.2,88.4,9.9,0.5,0.4,2.3
Barbour,AL,33,28414,32,22.1,52.2,46.8,0.4,0.3,3.1
Bibb,AL,53,21516,35,16.8,76.8,22.5,0.3,0.1,1.4
Blount,AL,39,55725,86,11.9,97.1,1.5,0.5,0.2,6.3
Bullock,AL,37,11055,18,26.2,27.8,71.4,0.4,0.2,5.9
Butler,AL,38,20766,27,20,57.5,41.9,0.2,0.3,0.9
Calhoun,AL,53,112141,184,16.4,78.3,19.7,0.4,0.8,2
Chambers,AL,27,35460,59,16.2,60.8,38.6,0.1,0.2,1.2
Cherokee,AL,41,24522,44,15.2,93.3,5.5,0.3,0.3,1.1
Chilton,AL,37,41744,60,14.9,88.3,10.5,0.3,0.4,3.7
Choctaw,AL,37,14807,16,18.7,55.7,43.9,0.1,0.1,0.8
Clarke,AL,33,27269,22,19.2,55.8,43.7,0.2,0.2,0.7
Clay,AL,32,13964,23,14,84.2,15,0.3,0.1,2.1
Cleburne,AL,47,14460,26,14,95.3,3.8,0.3,0.2,1.8
Coffee,AL,37,45567,67,13.7,77.9,18.5,0.9,1.2,3.2
Colbert,AL,44,54660,92,14,81.9,16.7,0.4,0.3,1.3
Conecuh,AL,37,13257,16,22,55.3,44.1,0.2,0.1,0.9
Coosa,AL,47,11162,17,13.4,67.6,31.6,0.3,0.1,1.5
Covington,AL,27,37003,36,17.5,86.1,12.6,0.5,0.3,0.9
Crenshaw,AL,33,13727,23,17.6,74.6,24.6,0.4,0.1,0.8
Cullman,AL,44,79886,108,13.3,97.3,1.2,0.4,0.3,3.1
Dale,AL,41,48748,87,15.8,75.5,20.9,0.5,1.3,3.2
Dallas,AL,40,44366,45,25,32.4,66.9,0.1,0.3,0.6
DeKalb,AL,35,67271,86,15.1,96,1.8,0.8,0.3,8.8
Elmore,AL,37,73937,119,12.5,77.3,20.7,0.4,0.5,1.7
Escambia,AL,33,38082,40,18.6,64.3,31.7,2.9,0.3,1
Etowah,AL,53,103189,193,15.7,83.8,14.6,0.3,0.5,2.4
Fayette,AL,32,18228,29,16.1,87.4,11.8,0.2,0.3,0.9
Franklin,AL,35,30737,48,17.4,94.1,4.2,0.4,0.6,10.7
Geneva,AL,41,25735,45,17.6,87.8,10.8,0.7,0.2,2
Greene,AL,37,9661,15,24.9,19.9,79.7,0.1,0.2,0.7
Hale,AL,38,18316,28,20.6,40.3,59.2,0.1,0.2,0.9
Henry,AL,32,16610,30,16.3,67.6,31.7,0.2,0,2.1
Houston,AL,37,94249,162,15.3,72.2,25.9,0.4,0.7,1.6
Jackson,AL,28,53650,50,14.5,92.6,3.8,1.6,0.3,1.6
Jefferson,AL,39,657229,591,14.4,56.8,41.2,0.2,1.1,2.3
Lamar,AL,32,14962,25,16.1,88.1,11.4,0.2,0.1,1.5
Lauderdale,AL,44,87691,131,15.6,88.9,9.7,0.3,0.4,1.2
Lawrence,AL,37,34605,50,14.4,79.5,12.1,5.4,0.1,1.4
Lee,AL,28,123254,202,15.1,74.1,23,0.2,1.8,1.6
Limestone,AL,37,70469,124,11.8,85.1,13.2,0.5,0.5,3.3
Lowndes,AL,37,13076,18,23.3,27.9,71.7,0.1,0.1,0.8
Macon,AL,33,22810,37,25.8,15.7,82.8,0.1,0.9,1
Madison,AL,25,298192,370,10.9,71.7,23.5,0.8,2.1,2.2
Marengo,AL,31,21879,22,20.1,47.1,52.2,0.1,0.3,1.8
Marion,AL,35,30154,41,16.8,95,3.9,0.3,0.2,1.5
Marshall,AL,28,85634,151,15.2,96.6,1.6,0.5,0.4,8.5
Mobile,AL,25,401427,326,18.5,62.2,34.5,0.7,1.6,1.3
Monroe,AL,31,23733,23,17.7,57,41,1,0.3,0.8
Montgomery,AL,33,221619,281,18,45.1,52.5,0.2,1.2,1.4
Morgan,AL,40,113740,195,13.2,85.7,11.8,0.7,0.7,4.6
Perry,AL,37,11371,16,28.6,30,69.6,0.1,0.1,0.9
Pickens,AL,38,20178,23,19.3,57.2,42.4,0.1,0.1,0.8
Pike,AL,27,29639,44,20.3,60.2,36.8,0.6,1,1.6
Randolph,AL,32,22717,39,15.7,76.8,22.1,0.3,0.4,1.3
Russell,AL,54,49326,77,18.6,56.1,42.1,0.3,0.6,2.1
"St. Clair",AL,28,72330,114,13.1,90.3,8.2,0.4,0.3,1.3
Shelby,AL,44,171465,216,6.9,88.2,9.4,0.3,1.4,3.1
Sumter,AL,37,13819,15,26.4,24.9,74.7,0.1,0.1,1.4
Talladega,AL,54,80457,109,16.8,67.5,31.4,0.2,0.4,1.1
Tallapoosa,AL,35,40717,57,16,72.9,26.3,0.2,0.2,0.9
Tuscaloosa,AL,53,168908,128,16.5,67.7,30.1,0.2,1.1,1.6
Walker,AL,35,70117,88,14.8,92.5,6.4,0.3,0.2,1.2
Washington,AL,37,17773,16,16.9,66,26.4,6.7,0.1,0.9
Wilcox,AL,37,12937,15,27.9,27.1,72.6,0.1,0.1,0.8
Winston,AL,47,24498,40,16.9,98.3,0.6,0.4,0.1,1.9
"Aleutians East",AK,41,2713,0,11.7,33.4,1.9,29.6,33.5,14.8
"Aleutians West",AK,43,5382,1,7.3,48.7,3.8,18.7,26.8,12
Anchorage,AK,24,275043,162,8.7,72,6.2,8.5,7.7,6.4
Bethel,AK,38,17127,0,20.9,13.4,0.6,82,1.3,1.1
"Bristol Bay",AK,43,1112,2,8.1,57.6,0.6,41.4,0.3,1
Denali,AK,43,1881,0,6.6,89.6,1.3,4.7,2.3,2.8
Dillingham,AK,29,4926,0,18.1,23.5,0.5,71.3,0.5,2.5
"Fairbanks North Star",AK,32,87560,12,7.8,79.1,5.3,7.8,2.6,5.2
Haines,AK,41,2272,1,11.4,87.5,0.3,9.6,0.7,1.4
Juneau,AK,34,30987,11,7.3,75.3,1.1,12.2,5.6,3.6
"Kenai Peninsula",AK,15,51960,3,9.9,87.5,0.6,7.7,1.3,2.7
"Ketchikan Gateway",AK,30,13262,11,8.1,74.1,1,15.8,5.3,2.9
"Kodiak Island",AK,43,13051,2,8.7,62.1,1.2,15.7,17.5,6.7
"Lake and Peninsula",AK,29,1570,0,16.6,23.4,0,71.5,0.8,1.3
Matanuska-Susitna,AK,15,76006,3,10.5,88.3,1.1,5.7,1,2.8
Nome,AK,29,9328,0,17.4,20,0.5,75.7,1.1,1.1
"North Slope",AK,41,6924,0,11.6,15.7,1.1,72,7.1,3.9
"Northwest Arctic",AK,29,7621,0,17,13.1,0.1,83.6,1,5.6
"Prince of Wales-Outer Ketchikan",AK,41,5660,1,13.8,53.5,0.2,40.9,0.4,2.4
Sitka,AK,43,8986,3,7.7,68.4,0.4,20.1,5.6,3.9
Skagway-Hoonah-Angoon,AK,41,3126,0,11.6,61.2,0.2,35.6,0.1,4.1
"Southeast Fairbanks",AK,41,6614,0,15.7,81.8,2.8,11.5,0.8,3.3
Valdez-Cordova,AK,43,9899,0,9.1,76.8,0.5,14.6,4.2,2.4
"Wade Hampton",AK,23,7541,0,25.1,4.7,0,93.4,0.1,0.4
Wrangell-Petersburg,AK,43,6245,1,8.9,75.7,0.2,16.2,2.2,2.7
Yakutat,AK,43,722,0,10.8,57.8,0.1,40.6,0.7,0.8
Yukon-Koyukuk,AK,29,6143,0,17.5,26.9,0.1,69.9,0.5,1.3
Apache,AZ,15,69343,6,27.5,22.2,0.6,76.1,0.3,4.6
Cochise,AZ,33,126106,20,16.3,90.1,4.4,1.3,2.1,30.8
Coconino,AZ,15,123866,7,15.6,66.1,1.3,29.9,1.2,11.6
Gila,AZ,23,51663,11,17.1,83.5,0.7,14.6,0.6,16.3
Graham,AZ,33,33073,7,20.5,80.4,2.2,16.3,0.7,27.8
Greenlee,AZ,43,7521,4,11.2,96.2,0.8,1.9,0.5,46.4
"La Paz",AZ,23,20238,4,17.2,84.2,1,13.2,0.6,22.8
Maricopa,AZ,34,3635528,395,12.8,89,4.3,2.2,2.9,28.7
Mohave,AZ,53,187200,14,14.9,94.2,1,2.5,1.1,12.8
Navajo,AZ,54,108432,11,21.4,48.5,1.1,48.8,0.4,8.7
Pima,AZ,39,924786,101,14.3,88.7,3.4,3.6,2.6,31.6
Pinal,AZ,33,229549,43,14.6,86.9,3.5,7.4,1.1,29.6
"Santa Cruz",AZ,33,42009,34,19.2,97.7,0.6,0.8,0.8,80.4
Yavapai,AZ,27,198701,24,12,95.6,0.7,1.7,0.8,11.5
Yuma,AZ,33,181277,33,18,93,2.7,1.9,1.4,54.6
Arkansas,AR,37,20073,20,17.3,74.6,24.5,0.1,0.4,1.1
Ashley,AR,34,23178,25,17.8,71.3,27.8,0.1,0.3,3.8
Baxter,AR,27,40330,73,13.7,98,0.3,0.5,0.4,1
Benton,AR,16,186938,221,10,93.8,1.1,1.6,1.9,12.6
Boone,AR,35,35793,61,15.3,97.7,0.3,0.7,0.4,1.5
Bradley,AR,37,12192,19,20.3,71.2,28.2,0.3,0.1,10.2
Calhoun,AR,57,5589,9,14.5,76.6,23.2,0,0,2.1
Carroll,AR,41,26999,43,15.4,97.3,0.3,0.7,0.7,13.5
Chicot,AR,31,13027,20,27.9,45.2,53.9,0,0.6,4
Clark,AR,33,22916,26,17.2,75.3,22.3,0.5,1.1,3.9
Clay,AR,32,16578,26,17.1,98.2,0.3,0.7,0.2,1
Cleburne,AR,41,25391,46,14.4,98.2,0.5,0.3,0.2,1.7
Cleveland,AR,47,8903,15,14.2,85.7,13.5,0.4,0.1,1.8
Columbia,AR,27,24695,32,20.3,62.3,36.6,0.3,0.4,1.6
Conway,AR,57,20739,37,16.5,85.5,12.5,0.5,0.5,2.4
Craighead,AR,28,86735,122,15.9,88.3,9.7,0.4,0.7,3.1
Crawford,AR,41,57630,97,14.2,93.4,1.1,2.1,1.4,4.6
Crittenden,AR,27,51882,85,22.5,49.2,49.4,0.3,0.6,1.9
Cross,AR,34,19237,31,19.6,75.5,23.4,0.3,0.4,1.1
Dallas,AR,30,8524,13,18.7,58.2,40.7,0.3,0.4,2.4
Desha,AR,31,14358,19,23.2,52.1,46.8,0.3,0.4,3.8
Drew,AR,31,18693,23,18.4,71.2,27.5,0.2,0.5,2.6
Faulkner,AR,37,97147,150,12.8,88.3,9.3,0.5,0.8,2.5
Franklin,AR,57,18218,30,16.4,96.7,0.7,0.8,0.9,2
Fulton,AR,37,11934,19,18.2,98.1,0.3,0.6,0.2,0.7
Garland,AR,35,93551,138,16,89.3,7.9,0.7,0.6,3.3
Grant,AR,51,17348,27,10.9,95.8,3.1,0.5,0.2,1.7
Greene,AR,27,39401,68,15.4,97.8,0.3,0.4,0.2,1.5
Hempstead,AR,38,23383,32,19,68.8,29.1,0.4,0.5,12
"Hot Spring",AR,35,31264,51,15,87.9,10.2,0.5,0.3,1.7
Howard,AR,57,14552,25,15.7,77.8,20.7,0.5,0.5,8.8
Independence,AR,37,34737,45,14.9,95.5,2.1,0.4,1,2.5
Izard,AR,33,13430,23,18.1,96.8,1.5,0.8,0.2,1.1
Jackson,AR,32,17601,28,20.6,79.7,19.4,0.3,0.2,1.4
Jefferson,AR,54,81700,92,20.9,46.2,51.9,0.3,0.9,1.2
Johnson,AR,41,24042,36,17.1,95.7,1.8,0.7,0.7,9.3
Lafayette,AR,37,8027,15,20.5,63.1,36.1,0.4,0.3,1.6
Lawrence,AR,32,17153,29,19,97.8,0.7,0.6,0.1,0.9
Lee,AR,31,11545,19,29.1,42.2,57.2,0.2,0.4,2.6
Lincoln,AR,33,14262,25,23.4,66.1,32.9,0.4,0.1,1.8
"Little River",AR,53,13227,25,15.4,76,21.2,1.2,0.2,2
Logan,AR,38,22944,32,16.4,95.7,1.3,0.7,0.8,1.6
Lonoke,AR,37,60658,79,10.8,91.5,6.5,0.5,0.6,2.3
Madison,AR,57,14962,18,17,97.2,0.2,1.2,0.3,3.9
Marion,AR,33,16735,28,17.1,97.7,0.3,0.7,0.2,1
Miller,AR,40,43162,69,17.8,74.5,23.4,0.7,0.4,1.9
Mississippi,AR,54,47911,53,22.3,63.9,34.1,0.3,0.4,2.7
Monroe,AR,37,9302,15,23.2,59.3,39.3,0.2,0.3,1.7
Montgomery,AR,37,9274,12,17.3,97.1,0.6,0.9,0.4,3.7
Nevada,AR,37,9550,15,19.3,66.6,32.7,0.4,0.1,2.2
Newton,AR,30,8452,10,19.9,98.2,0.2,0.5,0.2,1.2
Ouachita,AR,23,27102,37,18.6,58.6,40.2,0.2,0.4,1.1
Perry,AR,32,10468,19,14.8,96.3,2,0.9,0.2,1.3
Phillips,AR,33,24107,35,28.4,37.3,61.4,0.2,0.5,1.5
Pike,AR,32,11038,18,15.6,94.2,3.9,0.8,0.3,4.9
Poinsett,AR,38,25349,33,20.5,91.8,7.4,0.2,0.2,1.8
Polk,AR,33,20176,23,19.1,96.5,0.3,1.5,0.3,3.8
Pope,AR,37,56580,70,16.5,94.4,3,0.6,0.8,3.8
Prairie,AR,32,9113,14,15.4,84.8,14.5,0.4,0.2,0.9
Pulaski,AR,25,366463,475,15.1,62.5,34,0.4,1.6,3.1
Randolph,AR,32,18465,28,17.2,97.4,1.2,0.6,0.1,1.2
"St. Francis",AR,40,27902,44,25.2,48.2,50.5,0.3,0.7,5.2
Saline,AR,38,91188,126,9.4,94.8,3.2,0.5,0.7,2
Scott,AR,37,11150,12,18.9,95.4,0.5,1.2,2,7
Searcy,AR,37,7969,12,21.8,98,0.2,0.8,0.2,1.1
Sebastian,AR,53,118750,221,15.4,85.8,6.3,1.6,3.8,9.6
Sevier,AR,38,16456,29,17.8,92.4,4.4,2,0.3,26.5
Sharp,AR,32,17397,29,19.9,97,0.9,0.6,0.2,1.4
Stone,AR,37,11716,19,18.4,97.7,0.3,0.4,0,1.1
Union,AR,23,44186,43,17.7,65.3,33,0.2,0.6,1.7
"Van Buren",AR,33,16529,23,17,97.1,0.5,0.8,0.3,1.4
Washington,AR,40,180357,190,13.8,91.2,2.7,1.4,2.6,12.2
White,AR,28,71332,69,15.5,93.8,4,0.5,0.5,2.6
Woodruff,AR,37,8098,14,23,70.4,28.7,0.2,0.2,0.9
Yell,AR,32,21391,23,15.6,95.4,1.5,0.7,1.3,17.1
Alameda,CA,34,1448905,1964,10.7,56.9,13.8,0.7,24.9,20.3
Alpine,CA,29,1159,2,13.1,80.1,0.7,18.6,0.4,8.5
Amador,CA,40,38471,65,9.2,91.2,4.1,1.6,1.5,9.5
Butte,CA,53,214185,131,15.8,89.2,1.6,1.9,4.2,11.6
Calaveras,CA,57,46871,46,9.7,93.6,1,1.7,1.3,8.6
Colusa,CA,53,21095,18,13,93.5,1,2.4,2.5,49.1
"Contra Costa",CA,32,1017787,1414,7.5,72.7,9.6,0.7,13.5,20.7
"Del Norte",CA,33,28705,28,18.6,83.3,4.6,6.1,2.9,14.9
"El Dorado",CA,57,176841,103,7.5,92.5,0.9,1,3.2,10.3
Fresno,CA,39,877584,147,20.6,81.4,5.7,1.9,9,46.4
Glenn,CA,41,27759,21,15.2,92.5,0.9,2.2,3,32.4
Humboldt,CA,53,128376,36,15.6,87.5,1.1,5.4,2.1,7.4
Imperial,CA,33,155823,37,19.8,90.6,4.2,1.9,2.6,75.1
Inyo,CA,58,18156,2,10.6,86.2,0.4,10,1.4,15.9
Kern,CA,39,756825,93,18.2,85.8,6.2,1.7,4.2,43.6
Kings,CA,33,143420,103,18.2,84.3,8.5,2,3.5,46.6
Lake,CA,35,65147,52,14.8,90.9,2.2,3.1,1.3,14.5
Lassen,CA,37,34751,8,14.9,84.3,9.5,3.1,1.4,14.9
"Los Angeles",CA,34,9935475,2447,17.7,74.1,9.7,1.1,13.4,46.4
Madera,CA,33,142788,67,18.9,88.6,4.4,3.1,2.2,47.9
Marin,CA,44,246960,475,7.3,88.7,3.1,0.6,5.5,12.4
Mariposa,CA,48,18069,12,11.3,92.3,1.1,3.1,1.1,9.6
Mendocino,CA,37,88161,25,14.6,90.3,0.8,4.8,1.7,19.2
Merced,CA,33,241706,125,18.2,85.4,4.1,1.6,6.8,50.8
Modoc,CA,25,9524,2,16.5,92.9,0.8,4,0.7,11.9
Mono,CA,43,12509,4,8.7,94.6,0.6,2.5,1.4,22.6
Monterey,CA,25,412104,124,13.7,85.5,3.8,1.3,7.1,50.1
Napa,CA,16,132764,176,7.9,89.3,2,1,5.6,27.3
Nevada,CA,20,98394,103,8.3,95.6,0.4,0.9,1.1,6.7
Orange,CA,34,2988072,3785,10.6,78.9,1.9,0.9,16.2,32.1
Placer,CA,57,317028,226,5.9,90.2,1.3,0.9,4.9,10.5
Plumas,CA,62,21477,8,10.1,94.1,0.8,2.4,0.7,5.9
Riverside,CA,34,1946419,270,12.3,84.5,6.5,1.4,5.2,40.5
Sacramento,CA,34,1363482,1412,13.7,70,10.5,1.1,14,18.2
"San Benito",CA,37,55936,40,9.2,91.7,1.4,1.6,3.6,50.1
"San Bernardino",CA,34,1963535,98,16,80.6,9.5,1.4,6,44.2
"San Diego",CA,34,2933462,698,11.6,79.8,5.6,1,10.8,29
"San Francisco",CA,39,739426,15837,12,56.6,7.3,0.5,33.3,13.5
"San Joaquin",CA,39,664116,475,14.7,73,7.9,1.3,14.3,34.1
"San Luis Obispo",CA,27,255478,77,11.1,91.3,2.1,1.1,3.3,17.5
"San Mateo",CA,32,699610,1558,6.8,68.5,3.4,0.5,24.8,22.3
"Santa Barbara",CA,25,400762,146,13.1,89.1,2.3,1.6,4.8,36.8
"Santa Clara",CA,34,1699052,1316,8.8,63.2,2.8,0.8,30.6,24.5
"Santa Cruz",CA,40,249666,561,11.3,90.9,1.2,1.2,4.3,27.4
Shasta,CA,53,179904,48,13.4,90.9,1,2.6,2.3,7.1
Sierra,CA,33,3434,4,9.2,96.9,0.3,1.8,0.1,8.4
Siskiyou,CA,22,45259,7,15.5,90.7,1.4,3.7,1.4,8.9
Solano,CA,36,411593,496,8.4,64,15.3,0.9,14.9,20.6
Sonoma,CA,24,466477,296,8.8,90.2,1.6,1.4,4.1,20.7
Stanislaus,CA,25,505505,338,14.2,87.1,3.1,1.5,5.6,37
Sutter,CA,37,88876,148,12.9,80.9,2.3,1.6,12.6,25.4
Tehama,CA,35,61197,21,14.8,93.8,0.8,2.1,1.1,18.7
Trinity,CA,25,13622,4,14.3,90.4,0.5,4.5,0.8,4.7
Tulare,CA,25,410874,85,21.5,90.9,1.9,1.9,3.8,54.7
Tuolumne,CA,44,59380,27,11.5,91.8,3.1,1.8,1.1,10
Ventura,CA,32,796106,431,9.8,87.9,2.1,1.2,6.7,35.6
Yolo,CA,53,184932,183,12.1,80.7,2.6,1.4,12.1,27.1
Yuba,CA,54,67153,106,16.7,82.6,3,2.4,7.8,20.8
Adams,CO,25,399426,335,10.5,89.8,3.2,1.4,3.6,34.5
Alamosa,CO,31,15282,21,18.4,92.5,1.7,3,1.5,43
Arapahoe,CO,36,529090,659,7.9,82.4,9.6,0.8,4.8,15.8
Archuleta,CO,41,11886,9,11,96.5,0.4,1.6,0.5,15.2
Baca,CO,52,4069,2,15.9,97.9,0,0.8,0.5,9.2
Bent,CO,23,5558,4,19.3,91.8,4.1,2.8,1,30.7
Boulder,CO,24,280440,378,9.5,92.9,1.1,0.7,3.8,12.5
Broomfield,CO,25,43478,-2222,5.1,92.1,1.2,0.6,4.5,10.2
Chaffee,CO,32,16968,17,11.6,96.1,1.7,1,0.5,8.6
Cheyenne,CO,33,1953,1,11.1,98.3,0.6,1,0.2,9
"Clear Creek",CO,30,9197,23,6.8,97.3,0.4,0.9,0.7,4.2
Conejos,CO,23,8512,7,19.6,97,0.3,2,0.5,55.8
Costilla,CO,23,3424,3,21.6,93.3,1.1,3.4,1.8,62.8
Crowley,CO,32,5401,7,25.5,88.7,7.3,2.7,0.9,23.3
Custer,CO,41,3860,5,11,97.9,0.4,0.8,0.4,3.2
Delta,CO,35,29947,26,13.2,97.1,0.6,0.9,0.4,12.5
Denver,CO,25,557917,3638,15.1,82.9,10.6,1.4,3.3,34.2
Dolores,CO,37,1827,2,12.1,96.4,0.1,2.8,0.5,6.8
Douglas,CO,57,249416,297,2.2,92.8,1.5,0.5,3.5,6.4
Eagle,CO,34,47530,28,6.4,97.3,0.6,0.6,1,26.9
Elbert,CO,35,22788,12,5.5,96.4,0.7,0.8,0.6,5.1
"El Paso",CO,36,565582,266,10.4,85.8,6.7,1,3.2,12.2
Fremont,CO,35,47766,31,14,91.3,5.3,1.3,0.7,10.4
Garfield,CO,34,49810,17,8.5,96.9,0.7,0.7,0.6,22.4
Gilpin,CO,30,4932,33,5.8,96.4,0.9,0.6,1.3,4.6
Grand,CO,43,13211,7,7.6,97.5,0.6,0.6,0.8,5
Gunnison,CO,41,14226,4,11.7,96.8,0.6,1,0.7,5.8
Hinsdale,CO,43,765,1,9.3,97.9,0,1.6,0.5,1.6
Huerfano,CO,32,7771,5,19.2,91.9,3,3.3,0.6,34.3
Jackson,CO,41,1448,1,13.1,98.8,0.3,0.8,0.1,8.1
Jefferson,CO,32,526801,682,6.8,93.8,1.1,0.9,2.6,12.6
Kiowa,CO,33,1422,1,10.3,97.7,0.6,1.5,0.3,3.2
"Kit Carson",CO,37,7642,4,13.2,97,1.9,0.5,0.5,15.9
Lake,CO,35,7738,21,11.6,96.5,0.4,1.9,0.9,41.3
"La Plata",CO,39,47452,28,10.6,91.4,0.6,5.8,0.7,10.3
Larimer,CO,44,271927,105,9.3,94.9,0.9,0.7,1.9,9.3
"Las Animas",CO,32,15446,3,15.4,94.5,0.6,2.7,1,40.8
Lincoln,CO,52,5618,2,15.1,92.1,5.6,1,1,10.2
Logan,CO,48,20719,11,12.8,96,2.3,0.8,0.5,12.6
Mesa,CO,27,129872,39,11.1,96.3,0.7,0.9,0.7,10.8
Mineral,CO,33,932,1,9.5,99.2,0,0.3,0,1.9
Moffat,CO,41,13417,3,9.5,97.3,0.4,0.9,0.4,12.6
Montezuma,CO,53,24778,12,14.9,87,0.2,10.9,0.4,9.7
Montrose,CO,22,37482,17,12.3,96.3,0.6,1.3,0.7,16.5
Morgan,CO,22,27995,22,12.8,97.3,0.7,1,0.5,32.2
Otero,CO,37,19495,15,17.8,95.1,1.1,1.6,1,37.8
Ouray,CO,43,4260,8,7.6,97.9,0.1,0.8,0.4,3.8
Park,CO,43,16949,8,7.2,96.6,0.8,0.8,0.6,5.8
Phillips,CO,58,4586,7,10.8,97.9,0.3,0.7,0.5,18.4
Pitkin,CO,30,14914,15,5.2,97,0.7,0.3,1.5,7
Prowers,CO,37,13892,8,17.4,96.8,0.6,1.5,0.7,37.2
Pueblo,CO,53,151322,63,15.2,93.7,2.2,1.9,0.9,38.5
"Rio Blanco",CO,43,5973,2,9.2,97.8,0.2,0.9,0.4,5.8
"Rio Grande",CO,30,12227,13,16.6,96.7,0.8,1.6,0.5,37.4
Routt,CO,30,21313,9,6.3,97.7,0.5,0.5,0.5,3.7
Saguache,CO,38,7031,2,20.5,96.4,0.2,2.2,0.6,45.4
"San Juan",CO,29,577,1,13.4,98.1,0,1.2,0.7,8.8
"San Miguel",CO,43,7213,6,8.7,97.4,0.3,0.8,1.2,8.7
Sedgwick,CO,58,2529,5,11.1,98,0.6,0,1.1,13.6
Summit,CO,30,24892,41,6.4,97.1,0.9,0.4,0.9,13.1
Teller,CO,35,21918,39,7.6,95.8,1,1,0.7,4.5
Washington,CO,58,4633,2,10.8,98.9,0.1,0.7,0.1,7.5
Weld,CO,16,228943,57,10.3,95.8,0.8,1,1.2,27.5
Yuma,CO,37,9789,4,12.1,99.1,0.2,0.3,0.1,18.4
Fairfield,CT,32,902775,1443,7.3,83.7,10.7,0.3,4.2,13.8
Hartford,CT,32,877393,1193,9.2,81.6,13.3,0.3,3.4,12.5
Litchfield,CT,16,190071,207,5.5,96,1.4,0.2,1.4,3.1
Middlesex,CT,44,163214,442,5.1,91.8,4.7,0.2,2.1,3.5
"New Haven",CT,32,846766,1398,9.4,82.4,12.6,0.3,3.3,11.7
"New London",CT,24,266618,400,6.6,87.6,6,0.9,3.2,5.9
Tolland,CT,44,147634,360,5.3,92.6,3.4,0.2,2.8,3.4
Windham,CT,57,115826,226,8.1,94.7,2.3,0.5,1.1,7.4
Kent,DE,23,143968,244,10.6,73.7,22,0.6,1.9,3.7
"New Castle",DE,24,523008,1227,8.2,72.3,22.5,0.3,3.6,6.6
Sussex,DE,27,176548,188,10,83.5,14.1,0.6,0.9,5.8
Washington,DC,39,550521,8966,17.5,38,57,0.3,3.2,8.4
Alachua,FL,53,223852,256,16.1,73.7,20,0.3,4.4,6.3
Baker,FL,53,24569,42,13.7,85.3,13.3,0.3,0.5,2.3
Bay,FL,53,161558,212,12.8,84.4,11.3,0.8,1.9,3.1
Bradford,FL,33,28118,96,16.2,76.3,21.9,0.4,0.8,2.9
Brevard,FL,25,531250,522,10.1,86.9,9.4,0.4,1.9,6
Broward,FL,34,1777638,1475,12.5,70.4,24.9,0.3,3,21.7
Calhoun,FL,31,13290,23,18.1,81.3,15.9,1.4,0.6,4.4
Charlotte,FL,16,157536,227,9.3,92.7,5.3,0.2,1.1,4.2
Citrus,FL,53,134370,230,12.4,94.9,2.8,0.4,1.1,3.4
Clay,FL,57,171095,285,7.4,86.6,8.7,0.5,2.5,5.5
Collier,FL,27,307242,152,9.6,92,5.9,0.4,1.1,24.2
Columbia,FL,54,64040,80,15.6,80.4,17.4,0.6,0.8,3.5
DeSoto,FL,27,35406,56,18.3,84.4,11.8,2.9,0.6,31.2
Dixie,FL,37,14647,21,18.6,89.3,9.5,0.5,0.3,2.1
Duval,FL,39,826436,1068,12.8,64.7,30,0.4,3.4,5.3
Escambia,FL,25,296772,448,15.7,71.4,23,0.9,2.6,2.9
Flagler,FL,40,76410,158,8.2,88,9.2,0.3,1.6,6.6
Franklin,FL,33,10177,19,14.6,88.7,10,0.4,0.4,1.5
Gadsden,FL,27,46428,90,18,42.6,56.4,0.3,0.3,7.9
Gilchrist,FL,53,16402,47,14.2,91.9,6.6,0.4,0.3,3.7
Glades,FL,57,11252,15,13.1,83.6,10.5,4.9,0.5,17.6
Gulf,FL,47,13975,25,15.4,80.7,17.4,0.7,0.5,2.4
Hamilton,FL,31,13983,27,21.8,62.5,36.5,0.5,0.4,8.3
Hardee,FL,45,28286,44,20.6,88.7,9,1.3,0.7,39.7
Hendry,FL,33,39561,34,18,84.2,13.5,1.4,0.6,45.7
Hernando,FL,53,158409,331,12.1,93.4,4.6,0.3,0.9,7.4
Highlands,FL,35,95496,93,13.9,88,9.6,0.5,1.3,15
Hillsborough,FL,39,1132152,1077,13,78.7,16.3,0.5,3,20.9
Holmes,FL,32,19264,40,18.6,90.7,6.6,1,0.5,2.7
"Indian River",FL,44,128594,256,10,89.8,8.4,0.3,0.9,8.7
Jackson,FL,40,48985,53,16.2,70.5,27.3,0.7,0.5,3.5
Jefferson,FL,31,14490,24,16.2,62.8,36,0.4,0.4,3.6
Lafayette,FL,33,7953,15,18.9,82.1,16.7,0.7,0.2,11.9
Lake,FL,27,277035,291,10.2,88.4,8.8,0.4,1.5,9
Lee,FL,25,544758,678,10.2,90,7.5,0.4,1.2,14.2
Leon,FL,53,245756,369,14,65.8,30.2,0.3,2.5,4
Levy,FL,27,37998,34,16.3,87.4,10.6,0.5,0.5,5.3
Liberty,FL,47,7773,9,17.2,79,19,1.7,0.2,6.5
Madison,FL,31,19092,28,18.3,58.6,40.4,0.3,0.4,4.3
Manatee,FL,27,306779,414,10.8,88.8,8.7,0.3,1.4,11.7
Marion,FL,53,303442,192,14,85.9,11.6,0.5,1.1,7.8
Martin,FL,16,139728,251,9.2,92.2,5.5,0.8,1,9
