County,State,Number_Counties,Population_Size,Population_Density,Poverty,White,Black,Native_American,Asian,Hispanic
Pembina,ND,38,8038,7,8.6,96.2,0.5,1.8,0.3,3.5
Pierce,ND,58,4291,4,11,97.7,0.3,1.4,0.4,0.8
Ramsey,ND,48,11429,10,12.7,90.2,0.4,7.5,0.5,0.7
Ransom,ND,38,5810,7,8.2,98.8,0.2,0.3,0.3,1.3
Renville,ND,33,2422,3,10,97.9,0.8,0.6,0.6,0.8
Richland,ND,48,17340,12,9.7,95.9,0.5,2.5,0.4,1.4
Rolette,ND,37,13864,15,23.9,25.1,0.1,72.8,0.5,0.9
Sargent,ND,33,4150,5,7.5,98.8,0.2,0.5,0,0.9
Sheridan,ND,52,1430,1,15.8,99.3,0.1,0.5,0,0.3
Sioux,ND,38,4182,4,25.7,17.4,0.2,82.1,0,1.7
Slope,ND,41,709,1,11,99.9,0,0.1,0,0
Stark,ND,51,22073,16,11.3,97.9,0.2,1,0.3,1.4
Steele,ND,33,2007,3,7,98.9,0.2,0.8,0,0.2
Stutsman,ND,48,20835,9,10.6,97.5,0.4,1.3,0.5,1.1
Towner,ND,58,2544,2,9,97.4,0.1,2.4,0.1,0.2
Traill,ND,38,8321,10,8.8,98.6,0.2,0.9,0.2,2.4
Walsh,ND,48,11607,9,10.6,97.7,0.4,1.3,0.3,7.7
Ward,ND,32,55767,28,10.1,92.8,2.2,2.3,0.9,2.5
Wells,ND,58,4574,4,11.2,99.1,0.2,0.3,0.3,0.5
Williams,ND,51,19282,9,11.2,92.7,0.2,4.8,0.3,1.2
Adams,OH,40,28454,49,14.9,98,0.3,0.6,0.1,0.7
Allen,OH,23,106234,263,11.3,85.7,11.8,0.2,0.8,1.6
Ashland,OH,38,54123,128,8.9,97.7,1,0.1,0.7,0.7
Ashtabula,OH,53,103221,147,12,95,3.3,0.2,0.3,2.6
Athens,OH,54,62062,122,18.3,93.8,2.3,0.3,2.3,1.1
Auglaize,OH,31,47242,118,6.7,98.1,0.3,0.2,0.5,0.8
Belmont,OH,35,69228,129,14.3,94.6,4.2,0.1,0.4,0.5
Brown,OH,37,44398,90,10.5,98,1.1,0.2,0.2,0.4
Butler,OH,24,350412,750,8.9,90,6.6,0.2,2,2.1
Carroll,OH,37,29388,74,10.7,98.5,0.6,0.3,0.1,0.7
Champaign,OH,21,39698,93,8.2,95.8,2.5,0.3,0.4,0.8
Clark,OH,40,142376,356,11.3,88.5,9,0.3,0.6,1.5
Clermont,OH,57,190589,422,6.9,96.9,1.3,0.2,0.8,1.1
Clinton,OH,31,42570,104,9,95.9,2.4,0.2,0.6,1.2
Columbiana,OH,27,110928,208,11.5,96.4,2.4,0.2,0.3,1.3
Coshocton,OH,22,36945,65,10.3,97.5,1.2,0.2,0.4,0.7
Crawford,OH,40,45774,114,10.5,98.3,0.7,0.2,0.4,1
Cuyahoga,OH,34,1335317,2912,13.5,67.2,29.1,0.2,2.2,3.7
Darke,OH,20,52983,88,7.9,98.4,0.5,0.2,0.3,1
Defiance,OH,31,39112,95,7.2,96.9,1.7,0.3,0.4,7.5
Delaware,OH,26,150268,340,4.6,91.3,3.6,0.1,3.6,1.6
Erie,OH,32,78665,309,9,89.4,8.5,0.2,0.5,2.4
Fairfield,OH,57,138423,274,6.9,91.8,5.9,0.2,1,1.2
Fayette,OH,57,28199,69,10.6,96.3,2.3,0.1,0.5,1.3
Franklin,OH,34,1090771,2020,12,74.2,19.8,0.3,3.6,3.1
Fulton,OH,31,42955,106,6.6,98.1,0.4,0.3,0.5,6.2
Gallia,OH,37,31362,67,15.5,95.5,2.8,0.4,0.4,0.8
Geauga,OH,26,95218,236,5.7,97.3,1.5,0.1,0.5,0.7
Greene,OH,44,151996,366,8.2,89.1,6.4,0.3,2.5,1.6
Guernsey,OH,27,41123,79,14,96.5,1.7,0.3,0.3,0.8
Hamilton,OH,39,806652,1980,11.5,71.9,24.8,0.2,1.8,1.4
Hancock,OH,38,73503,138,7.5,96,1.4,0.2,1.6,3.2
Hardin,OH,39,32032,68,10.5,97.7,0.9,0.2,0.5,0.9
Harrison,OH,41,15920,39,12.1,96.9,2.1,0.1,0.1,0.3
Henry,OH,34,29453,71,6.9,98.2,0.8,0.2,0.5,5.8
Highland,OH,22,42818,77,11.4,97.1,1.5,0.2,0.5,0.6
Hocking,OH,39,29009,69,12.1,97.5,1.1,0.2,0.2,0.6
Holmes,OH,37,41567,98,10.1,99.2,0.4,0,0.1,0.8
Huron,OH,38,60385,123,9,97.6,1,0.2,0.3,4.5
Jackson,OH,41,33526,80,14.3,98,0.7,0.4,0.3,1.2
Jefferson,OH,35,70599,172,13.6,92.8,5.8,0.2,0.4,0.7
Knox,OH,20,58398,111,10,97.8,0.9,0.1,0.4,0.8
Lake,OH,44,232466,1019,6.3,95.1,2.6,0.1,1.2,2.5
Lawrence,OH,54,63112,139,16.5,96.6,2.1,0.1,0.4,0.6
Licking,OH,44,154806,226,8.4,95.4,2.5,0.3,0.7,0.9
Logan,OH,25,46580,102,9.3,96.4,1.7,0.2,0.5,0.8
Lorain,OH,36,296307,602,9.8,88.3,8.6,0.3,0.9,7
Lucas,OH,25,448229,1317,12.8,78.7,17.8,0.3,1.4,4.9
Madison,OH,21,41295,89,8.3,91.7,6.7,0.2,0.7,0.9
Mahoning,OH,25,254274,612,12.9,82.1,15.9,0.2,0.7,3.2
Marion,OH,37,65932,163,11,92.4,6.1,0.2,0.6,1.3
Medina,OH,57,167010,396,5.4,97,1.1,0.2,0.9,1.1
Meigs,OH,23,23232,54,16.8,98.1,0.9,0.1,0.2,0.5
Mercer,OH,31,41202,89,6.8,98.8,0.2,0.2,0.5,1.4
Miami,OH,32,101619,250,8.1,95.7,2,0.2,1.1,1.1
Monroe,OH,41,14698,32,11.7,99.2,0.3,0.1,0.1,0.4
Montgomery,OH,39,547435,1186,11.2,76.1,20.7,0.2,1.5,1.5
Morgan,OH,57,14958,36,14.2,94.2,3.3,0.2,0.1,0.4
Morrow,OH,34,34322,84,9.1,98.4,0.5,0.3,0.2,0.9
Muskingum,OH,28,85579,129,13.1,93.9,4.1,0.2,0.4,0.6
Noble,OH,57,14156,35,12.2,92.4,7.1,0.2,0.2,0.6
Ottawa,OH,40,41583,163,6.9,98.2,0.8,0.3,0.3,3.8
Paulding,OH,35,19537,47,8.4,97.7,1.2,0.2,0.2,3.3
Perry,OH,41,35246,86,12.2,98.7,0.3,0.2,0.1,0.5
Pickaway,OH,37,52989,106,10.3,93.5,5.2,0.3,0.3,0.8
Pike,OH,40,28146,64,15.7,96.9,1,0.7,0.3,0.7
Portage,OH,44,155631,316,8.6,93.8,3.6,0.2,1.2,0.8
Preble,OH,31,42527,100,7.5,98.4,0.5,0.2,0.4,0.6
Putnam,OH,34,34928,72,6,99.1,0.3,0.2,0.2,4.7
Richland,OH,40,127949,258,11.1,88.4,9.5,0.2,0.6,1
Ross,OH,28,75197,109,12,91.9,6.4,0.3,0.4,0.8
Sandusky,OH,38,61676,151,8.2,95.5,2.9,0.1,0.4,7.4
Scioto,OH,54,76561,125,17.3,95.2,2.6,0.7,0.4,0.7
Seneca,OH,38,57483,104,9.1,96.4,1.9,0.2,0.5,3.7
Shelby,OH,31,48736,119,7.2,95.9,1.7,0.2,1.1,1.1
Stark,OH,25,380608,661,9.8,90.2,7.5,0.2,0.7,1
Summit,OH,39,546604,1324,11.1,82.8,13.9,0.2,1.8,1.1
Trumbull,OH,27,219296,356,11,90.3,8.2,0.2,0.4,0.9
Tuscarawas,OH,44,91944,162,9.7,97.9,0.8,0.2,0.3,1
Union,OH,21,45751,105,6,95.1,3.1,0.1,0.9,1.1
"Van Wert",OH,25,29154,71,6.6,98.2,0.9,0.1,0.2,1.8
Vinton,OH,53,13429,32,15,98.5,0.4,0.5,0.1,0.6
Warren,OH,44,196622,492,5.1,92.9,3.2,0.1,2.8,1.5
Washington,OH,37,62210,98,11.2,97.5,1.1,0.2,0.5,0.6
Wayne,OH,57,113697,205,8.6,96.8,1.5,0.2,0.8,1
Williams,OH,31,38688,92,7.7,97.9,0.9,0.3,0.5,3
Wood,OH,44,123929,201,7.7,96.1,1.6,0.3,1.2,3.7
Wyandot,OH,42,22813,56,6.3,98.9,0.3,0.1,0.5,1.8
Adair,OK,45,21988,38,19.9,51,0.3,42.3,0.3,3.4
Alfalfa,OK,32,5725,7,14.1,91.2,4.6,3,0.2,3.1
Atoka,OK,37,14456,15,19.4,77.3,5.9,11.5,0.3,2.4
Beaver,OK,33,5379,3,10.7,97.6,0.5,1.3,0.2,13.9
Beckham,OK,37,18880,21,16.1,93.7,2.4,2.1,0.5,6.3
Blaine,OK,30,12859,14,16.4,77.4,8.6,9.2,2.5,7.7
Bryan,OK,27,37815,42,17.2,81.4,1.6,12.3,0.6,3.6
Caddo,OK,23,30229,24,18.8,68.6,3.3,24.2,0.3,7.4
Canadian,OK,38,98701,110,9.2,88.1,2.5,4.5,2.5,4.7
Carter,OK,23,47125,57,15.8,79.1,7.7,8.5,0.7,3.6
Cherokee,OK,40,44671,59,19.2,58.5,1.6,32.7,0.4,5.1
Choctaw,OK,37,15297,20,22,69.6,11,15,0.2,2.2
Cimarron,OK,25,2833,2,14.5,97.3,0.8,1.2,0.2,19.2
Cleveland,OK,23,224898,419,10.2,84,4.3,4.4,3.4,4.8
Coal,OK,30,5743,11,18.5,76.6,0.6,17.6,0.3,2.3
Comanche,OK,53,112429,105,16.6,67.8,19.1,5.8,2.6,8.6
Cotton,OK,37,6589,10,14.8,86.6,3.5,7.8,0.2,5.4
Craig,OK,32,15078,20,15.2,70.4,3.1,16.3,0.3,1.6
Creek,OK,37,68708,72,13.8,83.2,2.7,9,0.4,2.2
Custer,OK,41,25208,26,16.3,87.8,3,5.7,1.3,10.8
Delaware,OK,27,39146,53,16.9,71.1,0.3,22.3,0.5,2.1
Dewey,OK,52,4568,5,12.9,93,0.2,5.3,0.1,3.2
Ellis,OK,52,3963,3,11.9,98.1,0,1.3,0.1,3.2
Garfield,OK,35,56958,54,14.1,90.5,3.4,2.3,1.5,5.9
Garvin,OK,27,27228,34,15.8,86.5,2.9,7.6,0.3,4.2
Grady,OK,41,49369,45,12.6,88.6,3.1,5.1,0.4,3.6
Grant,OK,52,4779,5,13,96,0.1,2.9,0.3,2.2
Greer,OK,37,5901,9,20.7,85.4,10.4,2.8,0.3,8.1
Harmon,OK,23,3030,6,22.5,87.4,10.4,1.6,0.5,22.6
Harper,OK,58,3313,3,10.1,98.7,0,1.1,0.2,10.1
Haskell,OK,33,12183,21,18.2,79.6,0.7,14.5,0.3,1.9
Hughes,OK,37,13835,17,19.4,74.6,4.6,16.3,0.3,2.9
Jackson,OK,41,26518,33,14.9,86.5,7.9,2,1.6,18.2
Jefferson,OK,37,6461,9,18,89.7,1.1,5.6,1.5,8.4
Johnston,OK,37,10259,16,17.4,77.7,2,15.5,0.3,3.1
Kay,OK,22,46480,51,15.9,85.8,1.9,8.3,0.7,5
Kingfisher,OK,62,14302,16,10.5,93.5,1.6,2.8,0.2,9.3
Kiowa,OK,30,9848,10,18.2,85.8,4.9,7,0.5,8.4
Latimer,OK,30,10635,15,19,75.2,1.3,18.4,0.2,2
"Le Flore",OK,23,49528,31,18.7,81.8,2.3,11.2,0.3,5.4
Lincoln,OK,22,32311,34,14,87.4,2.6,6.5,0.3,1.9
Logan,OK,41,36894,50,13.1,82.8,11.3,2.9,0.6,3.4
Love,OK,57,9126,18,13.1,88.7,1.9,6.7,0.3,9
McClain,OK,41,30096,53,10.9,89.6,0.8,6,0.3,5.3
McCurtain,OK,33,33992,18,21.5,72,8.6,14.5,0.3,3.6
McIntosh,OK,32,19965,32,18.1,74.1,4.4,15.4,0.2,1.6
Major,OK,57,7364,8,11.2,97.8,0.1,1.1,0.2,5.3
Marshall,OK,32,14461,39,15,85.3,1.9,9,0.3,10.9
Mayes,OK,23,39471,60,15.4,72.3,0.4,20.2,0.3,2.2
Murray,OK,32,12880,31,14.5,81.8,2.2,12.1,0.5,4.1
Muskogee,OK,54,70607,87,17.8,65.1,12.3,15.9,0.7,3.3
Noble,OK,57,11211,15,13.3,86.8,2,8.1,0.4,2.1
Nowata,OK,37,10864,19,14.3,73.9,2.5,16.4,0.1,1.3
Okfuskee,OK,37,11434,18,20.5,68,9.7,18.2,0.1,2
Oklahoma,OK,39,684543,965,15.5,74.3,15.4,3.6,3.3,10.9
Okmulgee,OK,23,39732,57,18.3,70.7,9.6,13.6,0.3,1.9
Osage,OK,41,45416,20,13.1,68,11,14.4,0.3,2.2
Ottawa,OK,27,32866,70,16.5,75.2,1,17,0.7,3.6
Pawnee,OK,57,16860,30,14.1,83.2,0.8,12.1,0.3,1.3
Payne,OK,28,69151,101,17,85.1,3.6,4.7,3.3,2.4
Pittsburg,OK,27,44641,34,16.5,78.3,4,12.8,0.4,2.5
Pontotoc,OK,27,35346,49,17,76.1,2.1,16.2,0.7,2.8
Pottawatomie,OK,54,68272,87,15,79.7,3.3,11.9,0.9,2.9
Pushmataha,OK,37,11693,8,20,78.4,1,16.1,0.2,1.9
"Roger Mills",OK,23,3311,3,12.5,92.4,0.3,6.9,0.2,3.4
Rogers,OK,32,80757,120,9.4,80.7,1.1,11.8,0.5,2.6
Seminole,OK,27,24770,39,20.9,72,5.3,17.7,0.3,2.3
Sequoyah,OK,40,40868,61,18.2,69.7,1.8,19.7,0.4,2.6
Stephens,OK,35,42946,49,14.3,89.5,2.5,5.4,0.4,4.7
Texas,OK,51,20112,10,11.9,96.2,1.1,0.9,1,38
Tillman,OK,30,8513,10,19.1,87.2,7.8,3.1,0.7,18.6
Tulsa,OK,39,572059,1003,13.2,77.6,11.3,5.4,1.8,8
Wagoner,OK,32,64183,114,10.2,80.9,4.2,9.2,0.7,3.4
Washington,OK,57,49149,118,12.2,82,2.7,9.1,0.8,3.6
Washita,OK,30,11471,11,15,95,0.6,2.8,0.4,5
Woods,OK,52,8546,7,14.3,94.3,2.4,2,0.6,3
Woodward,OK,53,19088,15,12.8,94.2,1.7,2.6,0.5,5.9
Baker,OR,52,16287,5,14.3,96.8,0.4,1.3,0.5,2.8
Benton,OR,32,78640,116,11.4,90.4,1.2,0.9,5.4,5.4
Clackamas,OR,24,368470,197,8.4,92.6,0.9,0.8,3.5,6.3
Clatsop,OR,57,36798,44,12.2,95.3,0.8,1.1,1.4,6
Columbia,OR,34,48065,73,8.6,95.4,0.5,1.4,0.8,3.3
Coos,OR,35,64711,40,15,93.6,0.5,2.3,1.2,4.2
Crook,OR,37,22067,7,11.8,97.6,0.1,1.1,0.4,6.6
Curry,OR,32,22427,14,12.4,95,0.2,2,1.1,4.2
Deschutes,OR,40,141382,47,10.3,95.6,0.4,1.2,1,5
Douglas,OR,53,104202,21,14,95,0.3,1.6,0.9,3.8
Gilliam,OR,33,1794,1,8.6,98.5,0.3,0.9,0.1,2.5
Grant,OR,41,7297,2,12.7,98,0.1,1.1,0.3,2.7
Harney,OR,29,6898,1,13.5,94.1,0.2,3.9,0.7,3.5
"Hood River",OR,53,21284,41,12.6,95.5,0.9,1.2,1.7,25.3
Jackson,OR,53,195322,70,13.3,94.8,0.6,1.1,1.3,7.9
Jefferson,OR,53,20100,11,14.4,81.4,0.4,16.3,0.5,18.7
Josephine,OR,54,80761,49,15.2,95.5,0.5,1.2,0.8,4.9
Klamath,OR,28,66192,11,15.3,91.7,0.8,4.1,1.1,8.5
Lake,OR,29,7313,1,15,95,0.2,2.5,0.8,6.3
Lane,OR,25,335180,74,13.8,92.3,0.9,1.2,2.8,5.4
Lincoln,OR,35,45994,47,14.1,93.2,0.5,3.1,1.1,6.3
Linn,OR,40,108914,48,11.9,95.1,0.5,1.3,1.2,5.2
Malheur,OR,15,31330,3,18.3,94.1,1.6,1,2.1,27.2
Marion,OR,25,305265,258,14.1,92.6,1.2,1.6,2.4,20.5
Morrow,OR,43,11666,6,13.2,96.4,0.5,1.8,0.7,27.6
Multnomah,OR,39,672906,1546,12.9,83.5,5.8,1.1,6.5,9.3
Polk,OR,32,70295,95,10.3,93.6,0.7,1.9,1.8,9.8
Sherman,OR,37,1749,2,12.7,97.4,0.3,1.5,0.5,6.3
Tillamook,OR,32,25277,23,11.7,96,0.5,1.3,0.9,7
Umatilla,OR,37,73878,23,13.8,93.3,1.2,3.3,1.1,18
Union,OR,41,24540,12,13,95.4,0.6,1,1.8,3.2
Wallowa,OR,52,7014,2,12.3,98.2,0,0.7,0.3,1.8
Wasco,OR,62,23593,10,13.4,92.7,0.4,3.8,1.7,11.2
Washington,OR,36,499794,691,8.7,86.7,1.5,0.7,8.4,13.6
Wheeler,OR,58,1455,1,13.2,98.1,0.1,1.4,0.2,6.1
Yamhill,OR,32,92196,129,10.9,94.8,1,1.3,1.3,12.8
Adams,PA,32,99749,192,7.5,96.6,1.7,0.2,0.7,4.8
Allegheny,PA,34,1235841,1693,10.8,83.6,13.1,0.1,2.2,1
Armstrong,PA,44,70586,108,11.1,98.4,0.9,0.1,0.2,0.5
Beaver,PA,27,177377,409,10.5,92.5,6.1,0.1,0.3,0.9
Bedford,PA,57,50091,49,10.7,98.7,0.5,0.1,0.3,0.6
Berks,PA,36,396314,461,10.1,92.6,4.7,0.2,1.3,12
Blair,PA,53,126795,241,12.3,97.5,1.3,0.1,0.5,0.6
Bradford,PA,44,62537,54,11.2,98.1,0.5,0.3,0.4,0.7
Bucks,PA,32,621342,1023,5.6,92.3,3.5,0.2,3.1,2.9
Butler,PA,44,182087,231,8.2,97.6,1,0.1,0.8,0.8
Cambria,PA,27,148073,215,11.8,95.7,3.2,0.1,0.5,1.1
Cameron,PA,48,5639,14,10.1,98.7,0.6,0.2,0.3,0.9
Carbon,PA,20,61959,163,9.1,97.9,1,0.1,0.4,2.1
Centre,PA,40,140561,127,11.5,91.3,3,0.2,4.7,1.9
Chester,PA,24,474027,627,5.3,89.6,6.2,0.2,3.1,4.1
Clarion,PA,37,40589,67,12.7,98.3,0.9,0.1,0.4,0.5
Clearfield,PA,44,82783,72,12.8,97.3,1.9,0.1,0.3,0.7
Clinton,PA,35,37439,42,12.4,98,0.8,0.1,0.6,0.7
Columbia,PA,20,64939,134,11.1,97.7,1,0.2,0.7,1.3
Crawford,PA,35,89442,88,12.3,97,1.8,0.2,0.3,0.7
Cumberland,PA,44,223089,405,6.2,94,2.9,0.1,2.2,1.8
Dauphin,PA,44,253995,484,8.9,77.8,17.8,0.2,2.5,4.8
Delaware,PA,32,555648,3016,8.9,76.7,18,0.1,4.1,1.9
Elk,PA,40,33577,41,8.2,99,0.2,0.1,0.5,0.5
Erie,PA,25,280446,350,12.6,91.4,6.5,0.2,0.8,2.4
Fayette,PA,33,146142,185,15.9,94.9,4,0.1,0.3,0.5
Forest,PA,48,5739,13,12.9,89.5,9.8,0.3,0.2,2.6
Franklin,PA,16,137409,178,8.2,95.6,2.7,0.2,0.8,2.6
Fulton,PA,51,14673,34,9.4,98.8,0.7,0.1,0.1,0.5
Greene,PA,27,39808,69,14.6,95.4,3.8,0.1,0.3,0.9
Huntingdon,PA,39,45947,53,11.9,93.7,5.5,0.1,0.3,1.2
Indiana,PA,28,88703,107,14.2,96.8,1.8,0.1,0.9,0.6
Jefferson,PA,57,45759,70,11.7,98.8,0.3,0.2,0.3,0.5
Juniata,PA,47,23507,60,8.5,98.3,0.5,0.2,0.9,2.4
Lackawanna,PA,27,209525,457,10.2,96.6,1.7,0.1,0.9,2.1
Lancaster,PA,36,490562,517,8.3,93.5,3.4,0.2,1.7,6.5
Lawrence,PA,35,92809,257,12.2,95,3.9,0.1,0.3,0.8
Lebanon,PA,16,125578,347,8.7,96.2,1.9,0.2,1,5.8
Lehigh,PA,36,330433,953,9.6,90.3,5.1,0.3,2.8,13.3
Luzerne,PA,25,312861,351,10.8,96.3,2.3,0.1,0.7,2.7
Lycoming,PA,27,118395,96,11.3,94.2,4.3,0.2,0.5,0.8
McKean,PA,57,44370,45,12.6,96.7,2.3,0.3,0.4,1.2
Mercer,PA,27,119598,178,12.3,93.2,5.4,0.1,0.5,0.8
Mifflin,PA,57,46235,112,12,98.6,0.7,0.1,0.3,0.6
Monroe,PA,44,163234,268,8.7,85.4,10.6,0.3,2,10.1
Montgomery,PA,32,775883,1606,5.5,85.5,8.2,0.1,5.1,2.6
Montour,PA,47,18032,138,8.7,96.3,1.8,0.1,1.5,1.2
Northampton,PA,36,287767,770,7.7,92.9,3.8,0.2,2,7.7
Northumberland,PA,44,92610,201,10.2,97.3,2,0.1,0.2,1.4
Perry,PA,34,44728,81,7.9,98.6,0.7,0.1,0.2,0.9
Philadelphia,PA,34,1463281,10832,20.1,47.4,45.4,0.3,5.3,10
Pike,PA,40,56337,103,7.1,92.8,5.2,0.3,0.9,6.6
Potter,PA,57,17834,16,11.5,98,1,0.1,0.5,0.6
Schuylkill,PA,16,147447,189,10.3,96.5,2.6,0.1,0.5,1.5
Snyder,PA,21,38207,115,8.5,98.1,1.1,0,0.5,1.3
Somerset,PA,44,78907,73,12.3,97.1,2.4,0.1,0.2,0.9
Sullivan,PA,48,6391,14,10.8,95.6,3.5,0.7,0.1,1.2
Susquehanna,PA,22,42124,51,11.3,98.5,0.6,0.2,0.3,0.8
Tioga,PA,57,41649,37,12,97.9,1,0.2,0.4,0.7
Union,PA,39,43131,136,9.5,90.2,7.7,0.1,1.3,4.1
Venango,PA,35,55928,83,13.1,97.6,1.3,0.2,0.3,0.6
Warren,PA,40,42033,48,10.5,98.8,0.4,0.1,0.3,0.5
Washington,PA,27,206406,241,9.7,95.2,3.3,0.1,0.5,0.7
Wayne,PA,57,50113,69,10.8,97.1,1.9,0.1,0.5,2.2
Westmoreland,PA,25,367635,359,9.4,96.4,2.2,0.1,0.6,0.6
Wyoming,PA,37,28160,71,9.9,98.5,0.6,0.1,0.4,1.1
York,PA,24,408801,452,7.5,93.4,4.3,0.2,1,3.7
Bristol,RI,40,52743,2137,7,96.5,1.1,0.2,1.5,1.5
Kent,RI,16,171590,1008,6.7,95.2,1.5,0.3,1.9,2.4
Newport,RI,32,83740,805,8,92.7,3.6,0.6,1.6,3
Providence,RI,39,639653,1548,14.4,84.8,9.2,0.6,3.5,16.1
Washington,RI,44,128463,386,6.1,95.1,1.1,0.9,1.9,1.8
Abbeville,SC,30,26133,51,13.6,69.7,29.6,0,0.3,1.1
Aiken,SC,23,150181,140,13.5,71.8,25.9,0.4,0.8,3
Allendale,SC,34,10917,27,28.4,27.2,72.3,0.1,0.3,2.2
Anderson,SC,40,175514,244,11.9,81.5,16.9,0.2,0.6,1.6
Bamberg,SC,45,15880,40,21.2,37.1,62.3,0.2,0.3,1.1
Barnwell,SC,45,23345,43,17.2,56,42.8,0.3,0.5,1.5
Beaufort,SC,40,137849,235,11.1,75.7,21.9,0.3,1,8.5
Berkeley,SC,23,151673,138,11.7,68.2,27.6,0.5,2.1,3
Calhoun,SC,33,15100,40,14.3,53.9,45.4,0.2,0.2,1.7
Charleston,SC,25,330368,360,14.1,64.5,32.7,0.3,1.4,3
Cherokee,SC,39,53844,137,14.8,78.1,20.5,0.2,0.5,2.8
Chester,SC,41,33228,57,15.6,60.8,38.2,0.4,0.3,0.9
Chesterfield,SC,41,43435,54,17.2,65.1,33.6,0.3,0.4,3
Clarendon,SC,40,33363,55,21.3,48.1,51,0.3,0.3,2.1
Colleton,SC,33,39605,37,18.6,57.6,41.1,0.6,0.3,1.8
Darlington,SC,54,67346,120,18.2,57.2,42,0.2,0.2,1
Dillon,SC,27,30974,77,20.4,50.9,45.8,2.5,0.4,2.6
Dorchester,SC,32,112858,196,11.2,71.4,25.2,0.7,1.4,2.5
Edgefield,SC,53,25528,51,15.8,57.9,41,0.4,0.4,2.4
Fairfield,SC,34,24047,35,15.9,41.5,57.7,0.1,0.4,1.5
Florence,SC,33,131097,164,16.3,57.7,40.5,0.3,1,1.3
Georgetown,SC,54,60983,75,14.7,64.2,34.9,0.2,0.5,2.2
Greenville,SC,25,407383,516,12,78.5,18.5,0.2,1.7,5.6
Greenwood,SC,35,67979,149,13.9,66.1,32.1,0.3,1.1,4
Hampton,SC,34,21329,38,19.4,43.5,55.9,0.3,0.2,2.9
Horry,SC,53,226992,200,13.1,82.7,15,0.4,1,3.6
Jasper,SC,31,21398,33,19.8,48.2,50.6,0.4,0.7,10
Kershaw,SC,39,56486,78,12,72.7,26,0.3,0.4,2.4
Lancaster,SC,28,63113,115,13.7,72,26.9,0.2,0.4,2.7
Laurens,SC,28,70293,98,14.8,72.9,25.8,0.5,0.3,2.9
Lee,SC,45,20638,50,20.5,36.2,63.4,0.1,0.2,2.7
Lexington,SC,44,235272,336,10.5,83.3,14.3,0.4,1.2,3
McCormick,SC,33,10108,28,16.1,48,51.4,0,0.4,0.9
Marion,SC,27,34904,71,20.5,43,56.2,0.2,0.4,2.4
Marlboro,SC,40,28021,58,20.2,43.8,51.6,3.4,0.4,0.8
Newberry,SC,35,37250,59,14.6,67.1,31.8,0.3,0.5,6.8
Oconee,SC,44,69577,111,11.7,90.6,8.2,0.2,0.4,3.2
Orangeburg,SC,54,92167,83,19.8,35.5,62.9,0.4,0.5,1.2
Pickens,SC,40,113575,229,11.5,90.8,6.7,0.2,1.6,2.3
Richland,SC,25,340078,450,13.9,49.7,46.6,0.3,2.2,2.9
Saluda,SC,41,18895,42,15.1,71.1,28.1,0.2,0.2,12.3
Spartanburg,SC,40,266809,329,12.9,76.2,20.9,0.3,1.7,4.1
Sumter,SC,33,105517,159,16.3,50,47.5,0.3,1.1,2
Union,SC,27,28539,56,14.3,67.6,31.6,0.2,0.2,0.8
Williamsburg,SC,33,35395,38,22.9,32.3,67.2,0.2,0.2,0.8
York,SC,40,190097,279,11.3,77.9,19.4,0.8,1.2,2.9
Aurora,SD,37,2901,4,11.7,96.7,0.3,2.8,0.1,3.3
Beadle,SD,48,15896,13,11.9,96.8,0.8,1.4,0.4,2
Bennett,SD,38,3585,3,27.4,40.5,0.4,52.7,0.2,2.5
"Bon Homme",SD,48,7087,13,13,95,0.9,3.9,0.1,0.6
Brookings,SD,39,28121,35,12.5,95.7,0.5,1,2,1
Brown,SD,40,34706,20,10.1,95.1,0.4,3.1,0.6,1
Brule,SD,62,5187,6,11.5,88.9,0.4,9.8,0.5,0.5
Buffalo,SD,38,2100,4,30,17.2,0.2,82.5,0,1.2
Butte,SD,25,9326,4,13.8,96.5,0.2,2,0.2,3
Campbell,SD,52,1565,2,10.8,98.9,0,0.7,0.4,0.3
"Charles Mix",SD,30,9194,8,21.3,66.5,0.1,32.2,0.1,2.3
Clark,SD,52,3799,4,12.6,99,0.1,0.7,0.1,0.5
Clay,SD,33,12995,32,17.7,93.1,1,2.7,2.3,1.1
Codington,SD,22,26010,38,10.4,96.4,0.2,2.1,0.4,1.1
Corson,SD,38,4366,2,27.5,33.2,0.2,65.5,0,3.8
Custer,SD,41,7904,5,9.9,94.4,0.3,3.6,0.2,2.5
Davison,SD,48,18777,43,10.8,96.2,0.4,2.4,0.5,1.7
Day,SD,52,5757,6,13.1,90.3,0.2,8.9,0.1,0.9
Deuel,SD,48,4296,7,9.5,98.8,0.2,0.4,0.2,0.9
Dewey,SD,38,6161,3,25.1,24.8,0.3,73.8,0.3,2.3
Douglas,SD,57,3309,8,11.5,98.5,0,1.1,0.2,0.5
Edmunds,SD,58,4112,4,10.5,99.2,0.1,0.3,0.2,0.6
"Fall River",SD,52,7355,4,14.1,91,0.5,6,0.3,2.1
Faulk,SD,58,2386,2,10.5,99.6,0.1,0.2,0,0.3
Grant,SD,62,7384,11,9.7,99,0,0.7,0.2,0.6
Gregory,SD,23,4290,4,16.5,92.8,0.1,6.7,0.3,1
Haakon,SD,37,1912,1,11.7,96.8,0,2.9,0.1,0.8
